sourceId,extent,sourceOriginName,boundingBox,sizeInBytes,bestFitIndex,format,downloadURL,previewGraphicURL,prettyFileSize,datasets,title,sourceOriginId,lastUpdated,dateCreated,metaUrl,sourceName,publicationDate
581d2161e4b08da350d53248,1 x 1 degree,gda,"{minY:39.99944443978,minX:-106.000555555594,maxY:41.000555555296,maxX:-104.999444440078}",347250581,0.023035280757301095,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/USGS_NED_13_n41w106_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/USGS_NED_13_n41w106_ArcGrid_thumb.jpg,331.16 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED 1/3 arc-second n41w106 1 x 1 degree ArcGrid 2015,7213976,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2161e4b08da350d53248,ScienceBase,2015-07-17
581d2161e4b08da350d5323f,1 x 1 degree,gda,"{minY:39.99944443978,minX:-105.000555554894,maxY:41.000555555296,maxX:-103.999444439378}",293248361,0.023035280757301095,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/USGS_NED_13_n41w105_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/USGS_NED_13_n41w105_ArcGrid_thumb.jpg,279.66 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED 1/3 arc-second n41w105 1 x 1 degree ArcGrid 2015,7213979,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2161e4b08da350d5323f,ScienceBase,2015-07-17
581d2161e4b08da350d53234,1 x 1 degree,gda,"{minY:39.99944443978,minX:-104.000555555094,maxY:41.000555555296,maxX:-102.999444439578}",304063236,0.023035280757300765,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/USGS_NED_13_n41w104_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/USGS_NED_13_n41w104_ArcGrid_thumb.jpg,289.98 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED 1/3 arc-second n41w104 1 x 1 degree ArcGrid 2015,7122889,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2161e4b08da350d53234,ScienceBase,2015-06-20
581d225be4b08da350d54985,1 x 1 degree,gda,"{minY:38.99944444444,minX:-104.0005555556,maxY:40.00055555556,maxX:-102.9994444444}",331417851,0.023035280556840135,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n40w104.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn40w104_13_thumb.jpg,316.06 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n40w104 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012578,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d225be4b08da350d54985,ScienceBase,2013-01-01
581d224ee4b08da350d547f7,1 x 1 degree,gda,"{minY:37.99944444444,minX:-104.0005555556,maxY:39.00055555556,maxX:-102.9994444444}",321611939,0.023035280556840135,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n39w104.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn39w104_13_thumb.jpg,306.71 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n39w104 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012528,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d224ee4b08da350d547f7,ScienceBase,2013-01-01
581d2247e4b08da350d54728,1 x 1 degree,gda,"{minY:36.99944444444,minX:-104.0005555556,maxY:38.00055555556,maxX:-102.9994444444}",339523963,0.023035280556840135,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n38w104.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn38w104_13_thumb.jpg,323.80 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n38w104 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012478,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2247e4b08da350d54728,ScienceBase,2013-01-01
581d2247e4b08da350d54732,1 x 1 degree,gda,"{minY:36.99944444444,minX:-105.0005555556,maxY:38.00055555556,maxX:-103.9994444444}",347098874,0.023035280556840135,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n38w105.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn38w105_13_thumb.jpg,331.02 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n38w105 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012479,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2247e4b08da350d54732,ScienceBase,2013-01-01
581d2256e4b08da350d548df,1 x 1 degree,gda,"{minY:37.99944444444,minX:-108.0005555556,maxY:39.00055555556,maxX:-106.9994444444}",364276240,0.023035280556840135,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n39w108.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn39w108_13_thumb.jpg,347.40 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n39w108 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012532,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2256e4b08da350d548df,ScienceBase,2013-01-01
581d224fe4b08da350d547fe,1 x 1 degree,gda,"{minY:37.99944444444,minX:-105.0005555556,maxY:39.00055555556,maxX:-103.9994444445}",344053440,0.023035280554539125,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n39w105.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn39w105_13_thumb.jpg,328.11 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n39w105 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012529,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d224fe4b08da350d547fe,ScienceBase,2013-01-01
581d2256e4b08da350d548dc,1 x 1 degree,gda,"{minY:37.99944444444,minX:-107.0005555556,maxY:39.00055555556,maxX:-105.9994444445}",367617278,0.023035280554539125,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/n39w107.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/ArcGrid/grdn39w107_13_thumb.jpg,350.59 MB,"[National Elevation Dataset (NED) 1/3 arc-second,National Elevation Dataset (NED)]",USGS NED n39w107 1/3 arc-second 2013 1 x 1 degree ArcGrid,6012531,2017-01-27,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2256e4b08da350d548dc,ScienceBase,2013-01-01
